latitude,longitude,geohash7
38.5,-103.5,9wy7hb9
38.25,-103.5,9wy3sg1
38.0,-103.5,9wy2hv9
37.75,-103.5,9wwqub1
37.5,-103.5,9wwmkf9
37.25,-103.5,9ww7uv1
37.0,-103.5,9ww6kz9
36.75,-103.5,9ww3hf1
36.5,-103.5,9wqrsu9
36.25,-103.5,9wqqhz1
36.0,-103.5,9wqkuc9
50.0,-103.25,c8ys6qp
49.75,-103.25,c8ye42x
49.5,-103.25,c8y9d7p
49.25,-103.25,c8y84mx
49.0,-103.25,c8wwf2p
48.75,-103.25,c8wt66x
48.5,-103.25,c8wefmp
48.25,-103.25,c8wd6rx
48.0,-103.25,c8w946p
47.75,-103.25,c8qxdkx
47.5,-103.25,c8qw4rp
47.25,-103.25,c8qsf3x
47.0,-103.25,c8qe6kp
46.75,-103.25,c8q9fqx
46.5,-103.25,c8q8d3p
46.25,-103.25,c8nx47x
46.0,-103.25,c8ntdqp
45.75,-103.25,c8ns62x
45.5,-103.25,c8ndf7p
45.25,-103.25,c8n96mx
45.0,-103.25,9xyxfrz
44.75,-103.25,9xywd6r
44.5,-103.25,9xyt4kz
44.25,-103.25,9xyedrr
44.0,-103.25,9xyd63z
43.75,-103.25,9xy8fkr
43.5,-103.25,9xwx6qz
43.25,-103.25,9xww43r
43.0,-103.25,9xwsd7z
42.75,-103.25,9xwe4qr
42.5,-103.25,9xw9f2z
42.25,-103.25,9xw867r
42.0,-103.25,9xqwfmz
41.75,-103.25,9xqtd2r
41.5,-103.25,9xqs46z
41.25,-103.25,9xqddmr
41.0,-103.25,9xq94rz
40.75,-103.25,9xnxf6r
40.5,-103.25,9xnw6kz
40.25,-103.25,9xnsfrr
40.0,-103.25,9xned3z
39.75,-103.25,9xnd4kr
39.5,-103.25,9xn8dqz
39.25,-103.25,9wyx63p
39.0,-103.25,9wytf7x
38.75,-103.25,9wys6qp
38.5,-103.25,9wye42x
38.25,-103.25,9wy9d7p
38.0,-103.25,9wy84mx
37.75,-103.25,9wwwf2p
37.5,-103.25,9wwt66x
37.25,-103.25,9wwefmp
37.0,-103.25,9wwd6rx
36.75,-103.25,9ww946p
36.5,-103.25,9wqxdkx
36.25,-103.25,9wqw4rp
36.0,-103.25,9wqsf3x
50.0,-103.0,c8yu2nj
49.75,-103.0,c8yg00t
49.5,-103.0,c8yc85j
49.25,-103.0,c8yb0jt
49.0,-103.0,c8wyb0j
48.75,-103.0,c8wv24t
48.5,-103.0,c8wgbjj
48.25,-103.0,c8wf2pt
48.0,-103.0,c8wc04j
47.75,-103.0,c8qz8ht
47.5,-103.0,c8qy0pj
47.25,-103.0,c8qub1t
47.0,-103.0,c8qg2hj
46.75,-103.0,c8qcbnt
46.5,-103.0,c8qb81j
46.25,-103.0,c8nz05t
46.0,-103.0,c8nv8nj
45.75,-103.0,c8nu20t
45.5,-103.0,c8nfb5j
45.25,-103.0,c8nc2jt
45.0,-103.0,9xyzbpv
44.75,-103.0,9xyy84m
44.5,-103.0,9xyv0hv
44.25,-103.0,9xyg8pm
44.0,-103.0,9xyf21v
43.75,-103.0,9xybbhm
43.5,-103.0,9xwz2nv
43.25,-103.0,9xwy01m
43.0,-103.0,9xwu85v
42.75,-103.0,9xwg0nm
42.5,-103.0,9xwcb0v
42.25,-103.0,9xwb25m
42.0,-103.0,9xqybjv
41.75,-103.0,9xqv80m
41.5,-103.0,9xqu04v
41.25,-103.0,9xqf8jm
41.0,-103.0,9xqc0pv
40.75,-103.0,9xnzb4m
40.5,-103.0,9xny2hv
40.25,-103.0,9xnubpm
40.0,-103.0,9xng81v
39.75,-103.0,9xnf0hm
39.5,-103.0,9xnb8nv
39.25,-103.0,9wyz21j
39.0,-103.0,9wyvb5t
38.75,-103.0,9wyu2nj
38.5,-103.0,9wyg00t
38.25,-103.0,9wyc85j
38.0,-103.0,9wyb0jt
37.75,-103.0,9wwyb0j
37.5,-103.0,9wwv24t
37.25,-103.0,9wwgbjj
37.0,-103.0,9wwf2pt
36.75,-103.0,9wwc04j
36.5,-103.0,9wqz8ht
36.25,-103.0,9wqy0pj
36.0,-103.0,9wqub1t
50.0,-102.75,c8yumy5
49.75,-102.75,c8ygjbe
49.5,-102.75,c8yctg5
49.25,-102.75,c8ybjve
49.0,-102.75,c8wyvb5
48.75,-102.75,c8wvmfe
48.5,-102.75,c8wgvv5
48.25,-102.75,c8wfmze
48.0,-102.75,c8wcjf5
47.75,-102.75,c8qztue
47.5,-102.75,c8qyjz5
47.25,-102.75,c8quvce
47.0,-102.75,c8qgmu5
46.75,-102.75,c8qcvye
46.5,-102.75,c8qbtc5
46.25,-102.75,c8nzjge
46.0,-102.75,c8nvty5
45.75,-102.75,c8numbe
45.5,-102.75,c8nfvg5
45.25,-102.75,c8ncmve
45.0,-102.75,9xyzvzg
44.75,-102.75,9xyytf7
44.5,-102.75,9xyvjug
44.25,-102.75,9xygtz7
44.0,-102.75,9xyfmcg
43.75,-102.75,9xybvu7
43.5,-102.75,9xwzmyg
43.25,-102.75,9xwyjc7
43.0,-102.75,9xwutgg
42.75,-102.75,9xwgjy7
42.5,-102.75,9xwcvbg
42.25,-102.75,9xwbmg7
42.0,-102.75,9xqyvvg
41.75,-102.75,9xqvtb7
41.5,-102.75,9xqujfg
41.25,-102.75,9xqftv7
41.0,-102.75,9xqcjzg
40.75,-102.75,9xnzvf7
40.5,-102.75,9xnymug
40.25,-102.75,9xnuvz7
40.0,-102.75,9xngtcg
39.75,-102.75,9xnfju7
39.5,-102.75,9xnbtyg
39.25,-102.75,9wyzmc5
39.0,-102.75,9wyvvge
38.75,-102.75,9wyumy5
38.5,-102.75,9wygjbe
38.25,-102.75,9wyctg5
38.0,-102.75,9wybjve
37.75,-102.75,9wwyvb5
37.5,-102.75,9wwvmfe
37.25,-102.75,9wwgvv5
37.0,-102.75,9wwfmze
36.75,-102.75,9wwcjf5
36.5,-102.75,9wqztue
36.25,-102.75,9wqyjz5
36.0,-102.75,9wquvce
50.0,-102.5,c8zh7w1
49.75,-102.5,c8z5589
49.5,-102.5,c8z1ee1
49.25,-102.5,c8z05t9
49.0,-102.5,c8xng81
48.75,-102.5,c8xj7d9
48.5,-102.5,c8x5gt1
48.25,-102.5,c8x47x9
48.0,-102.5,c8x15d1
47.75,-102.5,c8rpes9
47.5,-102.5,c8rn5x1
47.25,-102.5,c8rhg99
47.0,-102.5,c8r57s1
46.75,-102.5,c8r1gw9
46.5,-102.5,c8r0e91
46.25,-102.5,c8pp5e9
46.0,-102.5,c8pjew1
45.75,-102.5,c8ph789
45.5,-102.5,c8p4ge1
45.25,-102.5,c8p17t9
45.0,-102.5,9xzpgxc
44.75,-102.5,9xzned3
44.5,-102.5,9xzj5sc
44.25,-102.5,9xz5ex3
44.0,-102.5,9xz479c
43.75,-102.5,9xz0gs3
43.5,-102.5,9xxp7wc
43.25,-102.5,9xxn593
43.0,-102.5,9xxheec
42.75,-102.5,9xx55w3
42.5,-102.5,9xx1g8c
42.25,-102.5,9xx07e3
42.0,-102.5,9xrngtc
41.75,-102.5,9xrje83
41.5,-102.5,9xrh5dc
41.25,-102.5,9xr4et3
41.0,-102.5,9xr15xc
40.75,-102.5,9xppgd3
40.5,-102.5,9xpn7sc
40.25,-102.5,9xphgx3
40.0,-102.5,9xp5e9c
39.75,-102.5,9xp45s3
39.5,-102.5,9xp0ewc
39.25,-102.5,9wzp791
39.0,-102.5,9wzjge9
38.75,-102.5,9wzh7w1
38.5,-102.5,9wz5589
38.25,-102.5,9wz1ee1
38.0,-102.5,9wz05t9
37.75,-102.5,9wxng81
37.5,-102.5,9wxj7d9
37.25,-102.5,9wx5gt1
37.0,-102.5,9wx47x9
36.75,-102.5,9wx15d1
36.5,-102.5,9wrpes9
36.25,-102.5,9wrn5x1
36.0,-102.5,9wrhg99
50.0,-102.25,c8zk3np
49.75,-102.25,c8z710x
49.5,-102.25,c8z395p
49.25,-102.25,c8z21jx
49.0,-102.25,c8xqc0p
48.75,-102.25,c8xm34x
48.5,-102.25,c8x7cjp
48.25,-102.25,c8x63px
48.0,-102.25,c8x314p
47.75,-102.25,c8rr9hx
47.5,-102.25,c8rq1pp
47.25,-102.25,c8rkc1x
47.0,-102.25,c8r73hp
46.75,-102.25,c8r3cnx
46.5,-102.25,c8r291p
46.25,-102.25,c8pr15x
46.0,-102.25,c8pm9np
45.75,-102.25,c8pk30x
45.5,-102.25,c8p6c5p
45.25,-102.25,c8p33jx
45.0,-102.25,9xzrcpz
44.75,-102.25,9xzq94r
44.5,-102.25,9xzm1hz
44.25,-102.25,9xz79pr
44.0,-102.25,9xz631z
43.75,-102.25,9xz2chr
43.5,-102.25,9xxr3nz
43.25,-102.25,9xxq11r
43.0,-102.25,9xxk95z
42.75,-102.25,9xx71nr
42.5,-102.25,9xx3c0z
42.25,-102.25,9xx235r
42.0,-102.25,9xrqcjz
41.75,-102.25,9xrm90r
41.5,-102.25,9xrk14z
41.25,-102.25,9xr69jr
41.0,-102.25,9xr31pz
40.75,-102.25,9xprc4r
40.5,-102.25,9xpq3hz
40.25,-102.25,9xpkcpr
40.0,-102.25,9xp791z
39.75,-102.25,9xp61hr
39.5,-102.25,9xp29nz
39.25,-102.25,9wzr31p
39.0,-102.25,9wzmc5x
38.75,-102.25,9wzk3np
38.5,-102.25,9wz710x
38.25,-102.25,9wz395p
38.0,-102.25,9wz21jx
37.75,-102.25,9wxqc0p
37.5,-102.25,9wxm34x
37.25,-102.25,9wx7cjp
37.0,-102.25,9wx63px
36.75,-102.25,9wx314p
36.5,-102.25,9wrr9hx
36.25,-102.25,9wrq1pp
36.0,-102.25,9wrkc1x
50.0,-102.0,c8zkqyj
49.75,-102.0,c8z7nbt
49.5,-102.0,c8z3wgj
49.25,-102.0,c8z2nvt
49.0,-102.0,c8xqybj
48.75,-102.0,c8xmqft
48.5,-102.0,c8x7yvj
48.25,-102.0,c8x6qzt
48.0,-102.0,c8x3nfj
47.75,-102.0,c8rrwut
47.5,-102.0,c8rqnzj
47.25,-102.0,c8rkyct
47.0,-102.0,c8r7quj
46.75,-102.0,c8r3yyt
46.5,-102.0,c8r2wcj
46.25,-102.0,c8prngt
46.0,-102.0,c8pmwyj
45.75,-102.0,c8pkqbt
45.5,-102.0,c8p6ygj
45.25,-102.0,c8p3qvt
45.0,-102.0,9xzryzv
44.75,-102.0,9xzqwfm
44.5,-102.0,9xzmnuv
44.25,-102.0,9xz7wzm
44.0,-102.0,9xz6qcv
43.75,-102.0,9xz2yum
43.5,-102.0,9xxrqyv
43.25,-102.0,9xxqncm
43.0,-102.0,9xxkwgv
42.75,-102.0,9xx7nym
42.5,-102.0,9xx3ybv
42.25,-102.0,9xx2qgm
42.0,-102.0,9xrqyvv
41.75,-102.0,9xrmwbm
41.5,-102.0,9xrknfv
41.25,-102.0,9xr6wvm
41.0,-102.0,9xr3nzv
40.75,-102.0,9xpryfm
40.5,-102.0,9xpqquv
40.25,-102.0,9xpkyzm
40.0,-102.0,9xp7wcv
39.75,-102.0,9xp6num
39.5,-102.0,9xp2wyv
39.25,-102.0,9wzrqcj
39.0,-102.0,9wzmygt
38.75,-102.0,9wzkqyj
38.5,-102.0,9wz7nbt
38.25,-102.0,9wz3wgj
38.0,-102.0,9wz2nvt
37.75,-102.0,9wxqybj
37.5,-102.0,9wxmqft
37.25,-102.0,9wx7yvj
37.0,-102.0,9wx6qzt
36.75,-102.0,9wx3nfj
36.5,-102.0,9wrrwut
36.25,-102.0,9wrqnzj
36.0,-102.0,9wrkyct
50.0,-101.75,c8zskw5
49.75,-101.75,c8zeh8e
49.5,-101.75,c8z9se5
49.25,-101.75,c8z8hte
49.0,-101.75,c8xwu85
48.75,-101.75,c8xtkde
48.5,-101.75,c8xeut5
48.25,-101.75,c8xdkxe
48.0,-101.75,c8x9hd5
47.75,-101.75,c8rxsse
47.5,-101.75,c8rwhx5
47.25,-101.75,c8rsu9e
47.0,-101.75,c8reks5
46.75,-101.75,c8r9uwe
46.5,-101.75,c8r8s95
46.25,-101.75,c8pxhee
46.0,-101.75,c8ptsw5
45.75,-101.75,c8psk8e
45.5,-101.75,c8pdue5
45.25,-101.75,c8p9kte
45.0,-101.75,9xzxuxg
44.75,-101.75,9xzwsd7
44.5,-101.75,9xzthsg
44.25,-101.75,9xzesx7
44.0,-101.75,9xzdk9g
43.75,-101.75,9xz8us7
43.5,-101.75,9xxxkwg
43.25,-101.75,9xxwh97
43.0,-101.75,9xxsseg
42.75,-101.75,9xxehw7
42.5,-101.75,9xx9u8g
42.25,-101.75,9xx8ke7
42.0,-101.75,9xrwutg
41.75,-101.75,9xrts87
41.5,-101.75,9xrshdg
41.25,-101.75,9xrdst7
41.0,-101.75,9xr9hxg
40.75,-101.75,9xpxud7
40.5,-101.75,9xpwksg
40.25,-101.75,9xpsux7
40.0,-101.75,9xpes9g
39.75,-101.75,9xpdhs7
39.5,-101.75,9xp8swg
39.25,-101.75,9wzxk95
39.0,-101.75,9wztuee
38.75,-101.75,9wzskw5
38.5,-101.75,9wzeh8e
38.25,-101.75,9wz9se5
38.0,-101.75,9wz8hte
37.75,-101.75,9wxwu85
37.5,-101.75,9wxtkde
37.25,-101.75,9wxeut5
37.0,-101.75,9wxdkxe
36.75,-101.75,9wx9hd5
36.5,-101.75,9wrxsse
36.25,-101.75,9wrwhx5
36.0,-101.75,9wrsu9e
50.0,-101.5,c8zu6q1
49.75,-101.5,c8zg429
49.5,-101.5,c8zcd71
49.25,-101.5,c8zb4m9
49.0,-101.5,c8xyf21
48.75,-101.5,c8xv669
48.5,-101.5,c8xgfm1
48.25,-101.5,c8xf6r9
48.0,-101.5,c8xc461
47.75,-101.5,c8rzdk9
47.5,-101.5,c8ry4r1
47.25,-101.5,c8ruf39
47.0,-101.5,c8rg6k1
46.75,-101.5,c8rcfq9
46.5,-101.5,c8rbd31
46.25,-101.5,c8pz479
46.0,-101.5,c8pvdq1
45.75,-101.5,c8pu629
45.5,-101.5,c8pff71
45.25,-101.5,c8pc6m9
45.0,-101.5,9xzzfrc
44.75,-101.5,9xzyd63
44.5,-101.5,9xzv4kc
44.25,-101.5,9xzgdr3
44.0,-101.5,9xzf63c
43.75,-101.5,9xzbfk3
43.5,-101.5,9xxz6qc
43.25,-101.5,9xxy433
43.0,-101.5,9xxud7c
42.75,-101.5,9xxg4q3
42.5,-101.5,9xxcf2c
42.25,-101.5,9xxb673
42.0,-101.5,9xryfmc
41.75,-101.5,9xrvd23
41.5,-101.5,9xru46c
41.25,-101.5,9xrfdm3
41.0,-101.5,9xrc4rc
40.75,-101.5,9xpzf63
40.5,-101.5,9xpy6kc
40.25,-101.5,9xpufr3
40.0,-101.5,9xpgd3c
39.75,-101.5,9xpf4k3
39.5,-101.5,9xpbdqc
39.25,-101.5,9wzz631
39.0,-101.5,9wzvf79
38.75,-101.5,9wzu6q1
38.5,-101.5,9wzg429
38.25,-101.5,9wzcd71
38.0,-101.5,9wzb4m9
37.75,-101.5,9wxyf21
37.5,-101.5,9wxv669
37.25,-101.5,9wxgfm1
37.0,-101.5,9wxf6r9
36.75,-101.5,9wxc461
36.5,-101.5,9wrzdk9
36.25,-101.5,9wry4r1
36.0,-101.5,9wruf39
50.0,-101.25,c8zuryp
49.75,-101.25,c8zgpbx
49.5,-101.25,c8zcxgp
49.25,-101.25,c8zbpvx
49.0,-101.25,c8xyzbp
48.75,-101.25,c8xvrfx
48.5,-101.25,c8xgzvp
48.25,-101.25,c8xfrzx
48.0,-101.25,c8xcpfp
47.75,-101.25,c8rzxux
47.5,-101.25,c8rypzp
47.25,-101.25,c8ruzcx
47.0,-101.25,c8rgrup
46.75,-101.25,c8rczyx
46.5,-101.25,c8rbxcp
46.25,-101.25,c8pzpgx
46.0,-101.25,c8pvxyp
45.75,-101.25,c8purbx
45.5,-101.25,c8pfzgp
45.25,-101.25,c8pcrvx
45.0,-101.25,9xzzzzz
44.75,-101.25,9xzyxfr
44.5,-101.25,9xzvpuz
44.25,-101.25,9xzgxzr
44.0,-101.25,9xzfrcz
43.75,-101.25,9xzbzur
43.5,-101.25,9xxzryz
43.25,-101.25,9xxypcr
43.0,-101.25,9xxuxgz
42.75,-101.25,9xxgpyr
42.5,-101.25,9xxczbz
42.25,-101.25,9xxbrgr
42.0,-101.25,9xryzvz
41.75,-101.25,9xrvxbr
41.5,-101.25,9xrupfz
41.25,-101.25,9xrfxvr
41.0,-101.25,9xrcpzz
40.75,-101.25,9xpzzfr
40.5,-101.25,9xpyruz
40.25,-101.25,9xpuzzr
40.0,-101.25,9xpgxcz
39.75,-101.25,9xpfpur
39.5,-101.25,9xpbxyz
39.25,-101.25,9wzzrcp
39.0,-101.25,9wzvzgx
38.75,-101.25,9wzuryp
38.5,-101.25,9wzgpbx
38.25,-101.25,9wzcxgp
38.0,-101.25,9wzbpvx
37.75,-101.25,9wxyzbp
37.5,-101.25,9wxvrfx
37.25,-101.25,9wxgzvp
37.0,-101.25,9wxfrzx
36.75,-101.25,9wxcpfp
36.5,-101.25,9wrzxux
36.25,-101.25,9wrypzp
36.0,-101.25,9wruzcx
50.0,-101.0,cbbhmwn
49.75,-101.0,cbb5j8w
49.5,-101.0,cbb1ten
49.25,-101.0,cbb0jtw
49.0,-101.0,cb8nv8n
48.75,-101.0,cb8jmdw
48.5,-101.0,cb85vtn
48.25,-101.0,cb84mxw
48.0,-101.0,cb81jdn
47.75,-101.0,cb2ptsw
47.5,-101.0,cb2njxn
47.25,-101.0,cb2hv9w
47.0,-101.0,cb25msn
46.75,-101.0,cb21vww
46.5,-101.0,cb20t9n
46.25,-101.0,cb0pjew
46.0,-101.0,cb0jtwn
45.75,-101.0,cb0hm8w
45.5,-101.0,cb04ven
45.25,-101.0,cb01mtw
45.0,-101.0,9zbpvxy
44.75,-101.0,9zbntdq
44.5,-101.0,9zbjjsy
44.25,-101.0,9zb5txq
44.0,-101.0,9zb4m9y
43.75,-101.0,9zb0vsq
43.5,-101.0,9z8pmwy
43.25,-101.0,9z8nj9q
43.0,-101.0,9z8htey
42.75,-101.0,9z85jwq
42.5,-101.0,9z81v8y
42.25,-101.0,9z80meq
42.0,-101.0,9z2nvty
41.75,-101.0,9z2jt8q
41.5,-101.0,9z2hjdy
41.25,-101.0,9z24ttq
41.0,-101.0,9z21jxy
40.75,-101.0,9z0pvdq
40.5,-101.0,9z0nmsy
40.25,-101.0,9z0hvxq
40.0,-101.0,9z05t9y
39.75,-101.0,9z04jsq
39.5,-101.0,9z00twy
39.25,-101.0,9ybpm9n
39.0,-101.0,9ybjvew
38.75,-101.0,9ybhmwn
38.5,-101.0,9yb5j8w
38.25,-101.0,9yb1ten
38.0,-101.0,9yb0jtw
37.75,-101.0,9y8nv8n
37.5,-101.0,9y8jmdw
37.25,-101.0,9y85vtn
37.0,-101.0,9y84mxw
36.75,-101.0,9y81jdn
36.5,-101.0,9y2ptsw
36.25,-101.0,9y2njxn
36.0,-101.0,9y2hv9w
50.0,-100.75,cbbk7qh
49.75,-100.75,cbb752s
49.5,-100.75,cbb3e7h
49.25,-100.75,cbb25ms
49.0,-100.75,cb8qg2h
48.75,-100.75,cb8m76s
48.5,-100.75,cb87gmh
48.25,-100.75,cb867rs
48.0,-100.75,cb8356h
47.75,-100.75,cb2reks
47.5,-100.75,cb2q5rh
47.25,-100.75,cb2kg3s
47.0,-100.75,cb277kh
46.75,-100.75,cb23gqs
46.5,-100.75,cb22e3h
46.25,-100.75,cb0r57s
46.0,-100.75,cb0meqh
45.75,-100.75,cb0k72s
45.5,-100.75,cb06g7h
45.25,-100.75,cb037ms
45.0,-100.75,9zbrgru
44.75,-100.75,9zbqe6k
44.5,-100.75,9zbm5ku
44.25,-100.75,9zb7erk
44.0,-100.75,9zb673u
43.75,-100.75,9zb2gkk
43.5,-100.75,9z8r7qu
43.25,-100.75,9z8q53k
43.0,-100.75,9z8ke7u
42.75,-100.75,9z875qk
42.5,-100.75,9z83g2u
42.25,-100.75,9z8277k
42.0,-100.75,9z2qgmu
41.75,-100.75,9z2me2k
41.5,-100.75,9z2k56u
41.25,-100.75,9z26emk
41.0,-100.75,9z235ru
40.75,-100.75,9z0rg6k
40.5,-100.75,9z0q7ku
40.25,-100.75,9z0kgrk
40.0,-100.75,9z07e3u
39.75,-100.75,9z065kk
39.5,-100.75,9z02equ
39.25,-100.75,9ybr73h
39.0,-100.75,9ybmg7s
38.75,-100.75,9ybk7qh
38.5,-100.75,9yb752s
38.25,-100.75,9yb3e7h
38.0,-100.75,9yb25ms
37.75,-100.75,9y8qg2h
37.5,-100.75,9y8m76s
37.25,-100.75,9y87gmh
37.0,-100.75,9y867rs
36.75,-100.75,9y8356h
36.5,-100.75,9y2reks
36.25,-100.75,9y2q5rh
36.0,-100.75,9y2kg3s
50.0,-100.5,cbbs3n4
49.75,-100.5,cbbe10d
49.5,-100.5,cbb9954
49.25,-100.5,cbb81jd
49.0,-100.5,cb8wc04
48.75,-100.5,cb8t34d
48.5,-100.5,cb8ecj4
48.25,-100.5,cb8d3pd
48.0,-100.5,cb89144
47.75,-100.5,cb2x9hd
47.5,-100.5,cb2w1p4
47.25,-100.5,cb2sc1d
47.0,-100.5,cb2e3h4
46.75,-100.5,cb29cnd
46.5,-100.5,cb28914
46.25,-100.5,cb0x15d
46.0,-100.5,cb0t9n4
45.75,-100.5,cb0s30d
45.5,-100.5,cb0dc54
45.25,-100.5,cb093jd
45.0,-100.5,9zbxcpf
44.75,-100.5,9zbw946
44.5,-100.5,9zbt1hf
44.25,-100.5,9zbe9p6
44.0,-100.5,9zbd31f
43.75,-100.5,9zb8ch6
43.5,-100.5,9z8x3nf
43.25,-100.5,9z8w116
43.0,-100.5,9z8s95f
42.75,-100.5,9z8e1n6
42.5,-100.5,9z89c0f
42.25,-100.5,9z88356
42.0,-100.5,9z2wcjf
41.75,-100.5,9z2t906
41.5,-100.5,9z2s14f
41.25,-100.5,9z2d9j6
41.0,-100.5,9z291pf
40.75,-100.5,9z0xc46
40.5,-100.5,9z0w3hf
40.25,-100.5,9z0scp6
40.0,-100.5,9z0e91f
39.75,-100.5,9z0d1h6
39.5,-100.5,9z089nf
39.25,-100.5,9ybx314
39.0,-100.5,9ybtc5d
38.75,-100.5,9ybs3n4
38.5,-100.5,9ybe10d
38.25,-100.5,9yb9954
38.0,-100.5,9yb81jd
37.75,-100.5,9y8wc04
37.5,-100.5,9y8t34d
37.25,-100.5,9y8ecj4
37.0,-100.5,9y8d3pd
36.75,-100.5,9y89144
36.5,-100.5,9y2x9hd
